ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"When Evelyn and Shannon got a kiwi at the beach, Shannon decided to give the kiwi to",Evelyn,"When Cristopher and Rachelle got a kiwi at the beach, Weston decided to give the kiwi to",Jaren,Shannon,Rachelle
"Then, Pauline and Mattie had a lot of fun at the cave. Pauline gave a papaya to",Mattie,"Then, Grady and Noah had a lot of fun at the cave. Amani gave a papaya to",Allyssa,Pauline,Grady
"While Megan and Anne were working at the school, Megan gave a cantaloupe to",Anne,"While Haley and Roger were working at the school, Jeremy gave a cantaloupe to",Thomas,Megan,Haley
"When Rachel and Alyssa got a papaya at the gym, Rachel decided to give it to",Alyssa,"When Carl and Isabelle got a papaya at the gym, Lilliana decided to give it to",Aldo,Rachel,Carl
"Then, Pauline and Deanna had a lot of fun at the lake. Pauline gave a blueberry to",Deanna,"Then, Seth and Fabiola had a lot of fun at the lake. Brant gave a blueberry to",Madisyn,Pauline,Seth
"When Grace and Jerry got a pear at the river, Grace decided to give the pear to",Jerry,"When Francis and Chance got a pear at the river, Jerome decided to give the pear to",Nina,Grace,Francis
"Then, Heidi and Kristi were thinking about going to the store. Kristi wanted to give a orange to",Heidi,"Then, Robyn and Teresa were thinking about going to the store. Sam wanted to give a orange to",Dangelo,Kristi,Teresa
"While Loretta and Sonia were commuting to the forest, Sonia gave a strawberry to",Loretta,"While Janae and Ryley were commuting to the forest, Bryce gave a strawberry to",Adrian,Sonia,Ryley
"Then, Kari and Heidi were working at the beach. Kari decided to give a raspberry to",Heidi,"Then, Mia and Vincent were working at the beach. Marley decided to give a raspberry to",Cristian,Kari,Mia
"After Paula and Mona went to the forest, Mona gave a blueberry to",Paula,"After Trever and Heidi went to the forest, Elliot gave a blueberry to",Parker,Mona,Heidi
"Then, David and Jackie went to the desert. Jackie gave a cantaloupe to",David,"Then, Maria and Weston went to the desert. Ana gave a cantaloupe to",Russell,Jackie,Weston
"When Fannie and Wilma got a honeydew at the lake, Fannie decided to give the honeydew to",Wilma,"When Lexus and Brent got a honeydew at the lake, Ivan decided to give the honeydew to",Haylee,Fannie,Lexus
"While Carmen and Bernadette were commuting to the shop, Bernadette gave a peach to",Carmen,"While Rashawn and Ladarius were commuting to the shop, Domenic gave a peach to",Josie,Bernadette,Ladarius
"After Leigh and Harriet went to the home, Leigh gave a papaya to",Harriet,"After Dayton and Sonny went to the home, Jarvis gave a papaya to",Ellen,Leigh,Dayton
"After Kevin and Susan went to the zoo, Kevin gave a orange to",Susan,"After Danny and Laura went to the zoo, Blair gave a orange to",Ali,Kevin,Danny
"While Lee and Harriet were working at the forest, Lee gave a blueberry to",Harriet,"While Ty and Bella were working at the forest, Reagan gave a blueberry to",Camden,Lee,Ty
"Then, William and Lula had a lot of fun at the home. Lula gave a cherry to",William,"Then, Amy and Madilyn had a lot of fun at the home. Sergio gave a cherry to",Camron,Lula,Madilyn
"Then, Kim and Jessica had a lot of fun at the beach. Jessica gave a grape to",Kim,"Then, Christian and Taylor had a lot of fun at the beach. Katrina gave a grape to",Alberto,Jessica,Taylor
"Afterwards, Grace and Mattie went to the home. Grace gave a pineapple to",Mattie,"Afterwards, Carla and Miranda went to the home. Joyce gave a pineapple to",Pedro,Grace,Carla
"After Alicia and Inez went to the desert, Inez gave a raspberry to",Alicia,"After Alyssa and Rylie went to the desert, Amina gave a raspberry to",Lane,Inez,Rylie
"When Yvette and Heidi got a plum at the lake, Yvette decided to give the plum to",Heidi,"When Darien and Dane got a plum at the lake, Athena decided to give the plum to",Cordell,Yvette,Darien
Friends Mattie and Rebecca found a mango at the gym. Rebecca gave it to,Mattie,Friends Kane and Anahi found a mango at the gym. Melisa gave it to,Kiersten,Rebecca,Anahi
"When Jessica and Janet got a plum at the bar, Jessica decided to give the plum to",Janet,"When Israel and Winston got a plum at the bar, Dallas decided to give the plum to",Stone,Jessica,Israel
"After the lunch, Theresa and Erika went to the store. Erika gave a coconut to",Theresa,"After the lunch, Rita and Moses went to the store. Kylie gave a coconut to",Sincere,Erika,Moses
"After Jerry and Jessica went to the beach, Jessica gave a banana to",Jerry,"After Taylor and Georgia went to the beach, Romeo gave a banana to",Troy,Jessica,Georgia
"Afterwards, Loretta and Bernadette went to the lake. Bernadette gave a banana to",Loretta,"Afterwards, Daphne and Maximiliano went to the lake. Makenzie gave a banana to",Graciela,Bernadette,Maximiliano
"Afterwards, Paula and Melissa went to the museum. Melissa gave a mango to",Paula,"Afterwards, Axel and Dane went to the museum. Erica gave a mango to",Shane,Melissa,Dane
"While Sophia and Charlene were commuting to the zoo, Sophia gave a peach to",Charlene,"While Maggie and Isis were commuting to the zoo, Jabari gave a peach to",Vanessa,Sophia,Maggie
Friends Marilyn and Ginger found a pear at the store. Marilyn gave it to,Ginger,Friends Francesco and Carson found a pear at the store. Chandler gave it to,Melissa,Marilyn,Francesco
"While Melanie and Miriam were working at the library, Miriam gave a pineapple to",Melanie,"While Franklin and Drake were working at the library, Kelvin gave a pineapple to",Blaze,Miriam,Drake
The school Shannon and Mattie went to had a raspberry. Shannon gave it to,Mattie,The school Isaac and Dion went to had a raspberry. Kaden gave it to,Monique,Shannon,Isaac
"When Nellie and Richard got a honeydew at the desert, Richard decided to give the honeydew to",Nellie,"When Maritza and Michael got a honeydew at the desert, Katlyn decided to give the honeydew to",Phillip,Richard,Michael
"While Kristi and Heidi were commuting to the theater, Kristi gave a papaya to",Heidi,"While Ana and Rhett were commuting to the theater, Graham gave a papaya to",Jessica,Kristi,Ana
"Afterwards, Megan and Deanna went to the school. Megan gave a banana to",Deanna,"Afterwards, Kenny and Joelle went to the school. Raymond gave a banana to",Dominique,Megan,Kenny
"After Faye and Lorraine went to the store, Faye gave a banana to",Lorraine,"After Hailee and Rashawn went to the store, Moriah gave a banana to",Nicole,Faye,Hailee
"After the lunch, Inez and Jacqueline went to the home. Inez gave a pear to",Jacqueline,"After the lunch, Yamilet and Ramiro went to the home. Dayne gave a pear to",Regan,Inez,Yamilet
"When Sophia and Marian got a watermelon at the forest, Sophia decided to give the watermelon to",Marian,"When Khalil and Oliver got a watermelon at the forest, Morgan decided to give the watermelon to",Princess,Sophia,Khalil
"Then, Bernadette and Jacqueline went to the cave. Bernadette gave a honeydew to",Jacqueline,"Then, Deshaun and Tyrese went to the cave. Malachi gave a honeydew to",Dashawn,Bernadette,Deshaun
"When Deanna and Alice got a blueberry at the market, Alice decided to give it to",Deanna,"When Sharon and Virginia got a blueberry at the market, Aspen decided to give it to",Dwayne,Alice,Virginia
"Then, Grace and Yolanda went to the store. Grace gave a raspberry to",Yolanda,"Then, Faye and Shayla went to the store. Aldo gave a raspberry to",Dallin,Grace,Faye
The zoo Doris and Melissa went to had a mango. Melissa gave it to,Doris,The zoo Diane and Kellen went to had a mango. Jamison gave it to,Andrea,Melissa,Kellen
"Afterwards, Martha and Mildred went to the zoo. Martha gave a pear to",Mildred,"Afterwards, Mohammed and Estevan went to the zoo. Lisette gave a pear to",Cristal,Martha,Mohammed
"When William and Eleanor got a honeydew at the river, Eleanor decided to give the honeydew to",William,"When Clinton and Bradley got a honeydew at the river, Diamond decided to give the honeydew to",Stacy,Eleanor,Bradley
"After David and Rebecca went to the forest, Rebecca gave a cantaloupe to",David,"After Unique and Deanna went to the forest, Jill gave a cantaloupe to",Amanda,Rebecca,Deanna
"Then, Jessie and Stacey were working at the cave. Stacey decided to give a peach to",Jessie,"Then, Raphael and Kenzie were working at the cave. Dylan decided to give a peach to",Deven,Stacey,Kenzie
"Then, Suzanne and Harriet went to the park. Suzanne gave a orange to",Harriet,"Then, Mohammed and Abel went to the park. Melody gave a orange to",Jamie,Suzanne,Mohammed
"While Pat and Paula were working at the bar, Pat gave a honeydew to",Paula,"While Daniel and Nigel were working at the bar, Kurt gave a honeydew to",German,Pat,Daniel
"While Lula and Theresa were working at the market, Lula gave a grape to",Theresa,"While Terrence and Jaclyn were working at the market, Harley gave a grape to",Jarvis,Lula,Terrence
"Then, Chelsea and Sonia had a lot of fun at the market. Sonia gave a kiwi to",Chelsea,"Then, Steven and Brooke had a lot of fun at the market. Julius gave a kiwi to",Rocky,Sonia,Brooke
"Then, Faye and Charlene were thinking about going to the gym. Faye wanted to give a peach to",Charlene,"Then, Raquel and Brady were thinking about going to the gym. Myles wanted to give a peach to",Destiney,Faye,Raquel
"Then, Jessie and Suzanne were thinking about going to the store. Suzanne wanted to give a blueberry to",Jessie,"Then, Lane and Deanna were thinking about going to the store. Joey wanted to give a blueberry to",India,Suzanne,Deanna
"Then, Lee and Mark had a lot of fun at the mountain. Lee gave a plum to",Mark,"Then, Jerry and Dallas had a lot of fun at the mountain. Heidi gave a plum to",Edgar,Lee,Jerry
"Then, Natasha and Diana were thinking about going to the river. Natasha wanted to give a pineapple to",Diana,"Then, Meagan and Nash were thinking about going to the river. Avery wanted to give a pineapple to",Thomas,Natasha,Meagan
"Then, Rebecca and Anita were working at the bar. Rebecca decided to give a watermelon to",Anita,"Then, Ivy and Lincoln were working at the bar. Raymond decided to give a watermelon to",Helena,Rebecca,Ivy
"When Loretta and Gwen got a blueberry at the shop, Gwen decided to give it to",Loretta,"When Maximiliano and Adrien got a blueberry at the shop, Dewayne decided to give it to",Santos,Gwen,Adrien
"When Janet and Leigh got a pineapple at the theater, Leigh decided to give it to",Janet,"When Aleah and Oliver got a pineapple at the theater, Dylan decided to give it to",Joel,Leigh,Oliver
"Afterwards, Velma and Rosa went to the shop. Velma gave a apple to",Rosa,"Afterwards, Eleanor and Cody went to the shop. Jairo gave a apple to",Shawn,Velma,Eleanor
"Then, Maggie and Evelyn had a lot of fun at the museum. Maggie gave a pineapple to",Evelyn,"Then, Cristal and Nathaniel had a lot of fun at the museum. Landen gave a pineapple to",Kari,Maggie,Cristal
"Then, Angie and Shannon were thinking about going to the beach. Shannon wanted to give a kiwi to",Angie,"Then, Colten and Remington were thinking about going to the beach. Jamie wanted to give a kiwi to",Scarlett,Shannon,Remington
"While Melissa and Sheila were working at the school, Melissa gave a apple to",Sheila,"While Christina and Haley were working at the school, Dante gave a apple to",Edgar,Melissa,Christina
"After Carmen and Martha went to the park, Martha gave a mango to",Carmen,"After Brisa and Ricky went to the park, Elsa gave a mango to",Allison,Martha,Ricky
"Then, Sophia and Amanda went to the river. Sophia gave a watermelon to",Amanda,"Then, Kathleen and Lauren went to the river. Erik gave a watermelon to",Salvador,Sophia,Kathleen
"Then, Mildred and Shannon were working at the park. Shannon decided to give a plum to",Mildred,"Then, Tristian and Marlee were working at the park. Reid decided to give a plum to",Armando,Shannon,Marlee
"Then, Kathryn and Inez were thinking about going to the desert. Inez wanted to give a peach to",Kathryn,"Then, Kolby and Dewayne were thinking about going to the desert. Quinn wanted to give a peach to",Joey,Inez,Dewayne
"Then, Ginger and Megan went to the river. Megan gave a orange to",Ginger,"Then, Pablo and Alexys went to the river. Dan gave a orange to",Tate,Megan,Alexys
"Then, Irma and Anita had a lot of fun at the park. Irma gave a strawberry to",Anita,"Then, Derrick and Dexter had a lot of fun at the park. Autumn gave a strawberry to",Julia,Irma,Derrick
"While Jackie and Brandy were commuting to the store, Jackie gave a blackberry to",Brandy,"While Rowan and Colin were commuting to the store, Regina gave a blackberry to",Halie,Jackie,Rowan
"After Carol and Juana went to the park, Carol gave a watermelon to",Juana,"After Jonah and Carrie went to the park, Alexys gave a watermelon to",Eduardo,Carol,Jonah
"When Fannie and Dianne got a papaya at the museum, Fannie decided to give the papaya to",Dianne,"When Jorge and Abagail got a papaya at the museum, Todd decided to give the papaya to",Sasha,Fannie,Jorge
"Then, Loretta and Pauline were working at the cafe. Pauline decided to give a coconut to",Loretta,"Then, Athena and Jaylen were working at the cafe. Nya decided to give a coconut to",Rhianna,Pauline,Jaylen
"Then, Amanda and Sophia were working at the theater. Sophia decided to give a blackberry to",Amanda,"Then, Fiona and Laurel were working at the theater. Sylvia decided to give a blackberry to",Gina,Sophia,Laurel
"After the lunch, Jessie and Irma went to the beach. Irma gave a pineapple to",Jessie,"After the lunch, Jackie and Eve went to the beach. Cullen gave a pineapple to",Carrie,Irma,Eve
"Then, Virginia and Agnes were thinking about going to the store. Agnes wanted to give a pineapple to",Virginia,"Then, Jeremy and Kenny were thinking about going to the store. Frances wanted to give a pineapple to",Abdullah,Agnes,Kenny
