ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
Friends Mattie and Geneva found a banana at the mountain. Geneva gave it to,Mattie,Friends Emanuel and Jaylon found a banana at the mountain. Savana gave it to,Damon,Geneva,Jaylon
"When Carmen and Martha got a apple at the zoo, Martha decided to give the apple to",Carmen,"When Abagail and Theodore got a apple at the zoo, Malcolm decided to give the apple to",Kelly,Martha,Theodore
"When Janet and Carol got a plum at the cave, Carol decided to give it to",Janet,"When Lucy and Jude got a plum at the cave, Geoffrey decided to give it to",Dan,Carol,Jude
"When Irma and Diana got a cantaloupe at the theater, Irma decided to give it to",Diana,"When Andreas and Madelynn got a cantaloupe at the theater, Charity decided to give it to",Autumn,Irma,Andreas
"While William and Natasha were working at the library, Natasha gave a apple to",William,"While Alexander and Stanley were working at the library, Finn gave a apple to",Reagan,Natasha,Stanley
"After Angie and Jessica went to the school, Jessica gave a kiwi to",Angie,"After Brock and Jake went to the school, Juliana gave a kiwi to",Unique,Jessica,Jake
"When Velma and Jessie got a watermelon at the store, Velma decided to give the watermelon to",Jessie,"When Isaac and Kennedy got a watermelon at the store, Terence decided to give the watermelon to",Cristina,Velma,Isaac
"Then, Anne and Kevin went to the library. Kevin gave a pineapple to",Anne,"Then, Mike and Jose went to the library. Kurt gave a pineapple to",Clare,Kevin,Jose
"Then, Jacqueline and Violet were working at the forest. Violet decided to give a pear to",Jacqueline,"Then, Kaitlin and Chloe were working at the forest. Colton decided to give a pear to",Liana,Violet,Chloe
"Afterwards, Theresa and Geneva went to the desert. Geneva gave a papaya to",Theresa,"Afterwards, Nigel and Samuel went to the desert. Herbert gave a papaya to",Travis,Geneva,Samuel
"After Sophia and Chelsea went to the theater, Sophia gave a raspberry to",Chelsea,"After Brielle and Grant went to the theater, Saul gave a raspberry to",Jaime,Sophia,Brielle
"Afterwards, Jessica and Evelyn went to the museum. Jessica gave a mango to",Evelyn,"Afterwards, Louis and Brennen went to the museum. Judah gave a mango to",Janiya,Jessica,Louis
"Then, Paula and Violet went to the beach. Violet gave a blueberry to",Paula,"Then, Ronnie and Lindsey went to the beach. Kurt gave a blueberry to",Roland,Violet,Lindsey
"While Evelyn and Bernadette were commuting to the desert, Bernadette gave a blackberry to",Evelyn,"While Carmen and Genevieve were commuting to the desert, Nayeli gave a blackberry to",Desirae,Bernadette,Genevieve
"After the lunch, Kari and Loretta went to the market. Kari gave a watermelon to",Loretta,"After the lunch, Aden and Wendy went to the market. Kelsi gave a watermelon to",Leonel,Kari,Aden
"Afterwards, Mark and Martha went to the zoo. Martha gave a blackberry to",Mark,"Afterwards, River and Jackie went to the zoo. Benny gave a blackberry to",Jackson,Martha,Jackie
"Afterwards, Rachel and Heidi went to the museum. Rachel gave a pear to",Heidi,"Afterwards, Jordan and Dante went to the museum. Carrie gave a pear to",Darrell,Rachel,Jordan
"Then, Ginger and Alice were working at the lake. Alice decided to give a mango to",Ginger,"Then, Melanie and Justice were working at the lake. Jon decided to give a mango to",Cameron,Alice,Justice
"When Yvette and Anne got a cantaloupe at the desert, Yvette decided to give it to",Anne,"When Ricky and Gary got a cantaloupe at the desert, Ronnie decided to give it to",Halle,Yvette,Ricky
"After the lunch, Rosemarie and Sonia went to the school. Sonia gave a raspberry to",Rosemarie,"After the lunch, Alejandra and Casey went to the school. Donna gave a raspberry to",Deshawn,Sonia,Casey
"While Mona and Deanna were working at the zoo, Mona gave a coconut to",Deanna,"While Michaela and Denise were working at the zoo, Madeleine gave a coconut to",Karli,Mona,Michaela
"When Sheila and Erika got a cherry at the market, Erika decided to give the cherry to",Sheila,"When Annabel and Donnie got a cherry at the market, Weston decided to give the cherry to",Cassidy,Erika,Donnie
"While David and Stacey were working at the home, Stacey gave a blackberry to",David,"While Roman and Donte were working at the home, Kyra gave a blackberry to",Mohammed,Stacey,Donte
"Then, Gwen and Chelsea were thinking about going to the bar. Gwen wanted to give a pear to",Chelsea,"Then, Rosemary and Hope were thinking about going to the bar. Glenn wanted to give a pear to",Jake,Gwen,Rosemary
"After Deanna and Martha went to the theater, Martha gave a papaya to",Deanna,"After Jade and Diane went to the theater, Iliana gave a papaya to",Jacoby,Martha,Diane
"After the lunch, Leona and Suzanne went to the school. Suzanne gave a blackberry to",Leona,"After the lunch, Jasper and Josephine went to the school. Cortez gave a blackberry to",Francis,Suzanne,Josephine
Friends Marilyn and Yolanda found a cantaloupe at the cafe. Marilyn gave it to,Yolanda,Friends Hailie and Agustin found a cantaloupe at the cafe. Amaya gave it to,Julien,Marilyn,Hailie
"Afterwards, Richard and Harriet went to the zoo. Richard gave a peach to",Harriet,"Afterwards, Warren and Jaden went to the zoo. Joyce gave a peach to",Veronica,Richard,Warren
"Then, Natasha and Virginia were thinking about going to the cafe. Natasha wanted to give a plum to",Virginia,"Then, Abdullah and Christopher were thinking about going to the cafe. Brian wanted to give a plum to",Tanner,Natasha,Abdullah
The beach Heidi and Geneva went to had a blackberry. Geneva gave it to,Heidi,The beach Timothy and Katrina went to had a blackberry. Calvin gave it to,Brenda,Geneva,Katrina
"Then, Natasha and Melanie were working at the theater. Natasha decided to give a grape to",Melanie,"Then, Leo and Clay were working at the theater. Aurora decided to give a grape to",Gloria,Natasha,Leo
"When Rosemarie and Inez got a watermelon at the cave, Inez decided to give the watermelon to",Rosemarie,"When Aracely and Janiya got a watermelon at the cave, Ciera decided to give the watermelon to",Mckenna,Inez,Janiya
"When Alicia and Miriam got a banana at the school, Miriam decided to give it to",Alicia,"When Madisyn and Glenn got a banana at the school, Eliana decided to give it to",Isabela,Miriam,Glenn
"While Sheila and Kelly were working at the library, Kelly gave a mango to",Sheila,"While Nichole and Crystal were working at the library, Heath gave a mango to",Phillip,Kelly,Crystal
"After Maggie and Anne went to the zoo, Maggie gave a cantaloupe to",Anne,"After Guadalupe and Hunter went to the zoo, Mason gave a cantaloupe to",Ronaldo,Maggie,Guadalupe
"Then, Marian and Velma were working at the school. Velma decided to give a peach to",Marian,"Then, Judith and Ana were working at the school. Melvin decided to give a peach to",Trisha,Velma,Ana
"While Yolanda and Bernadette were working at the zoo, Bernadette gave a cherry to",Yolanda,"While Serenity and Kacie were working at the zoo, Jazmyn gave a cherry to",Ramon,Bernadette,Kacie
"While Heidi and Marilyn were working at the cafe, Marilyn gave a grape to",Heidi,"While Eileen and Miguel were working at the cafe, Catherine gave a grape to",Randy,Marilyn,Miguel
"Then, Erika and Wilma went to the bar. Erika gave a apple to",Wilma,"Then, Terrell and Claire went to the bar. Rohan gave a apple to",Lydia,Erika,Terrell
The cafe Leona and Lee went to had a coconut. Lee gave it to,Leona,The cafe Melvin and Arthur went to had a coconut. Brock gave it to,Adrian,Lee,Arthur
"Then, Kathryn and Geneva were thinking about going to the school. Geneva wanted to give a blueberry to",Kathryn,"Then, Cynthia and Ellie were thinking about going to the school. Eleanor wanted to give a blueberry to",Lawrence,Geneva,Ellie
The library Lorraine and Rebecca went to had a honeydew. Rebecca gave it to,Lorraine,The library Clifford and Marisa went to had a honeydew. Rose gave it to,Joy,Rebecca,Marisa
"Afterwards, Jessie and Lee went to the zoo. Lee gave a orange to",Jessie,"Afterwards, Mia and Robert went to the zoo. April gave a orange to",Carter,Lee,Robert
"After the lunch, Rebecca and Heidi went to the museum. Rebecca gave a blueberry to",Heidi,"After the lunch, Silvia and Maci went to the museum. Griffin gave a blueberry to",Sandra,Rebecca,Silvia
Friends Stacey and Paula found a blackberry at the store. Stacey gave it to,Paula,Friends Nadia and Payton found a blackberry at the store. Stefan gave it to,Patience,Stacey,Nadia
"Then, Diana and Carol were working at the forest. Carol decided to give a blueberry to",Diana,"Then, Nolan and Jorge were working at the forest. Allan decided to give a blueberry to",Charles,Carol,Jorge
"Then, Faye and Juana were working at the gym. Faye decided to give a cherry to",Juana,"Then, Benito and Angie were working at the gym. Delia decided to give a cherry to",Maiya,Faye,Benito
Friends Carmen and Grace found a papaya at the cafe. Grace gave it to,Carmen,Friends Nikhil and Damon found a papaya at the cafe. Everett gave it to,Jacob,Grace,Damon
"When Chelsea and Pat got a banana at the cafe, Pat decided to give the banana to",Chelsea,"When Brian and Angel got a banana at the cafe, Abbey decided to give the banana to",Laura,Pat,Angel
"Afterwards, Sheila and Rebecca went to the theater. Rebecca gave a plum to",Sheila,"Afterwards, Jayla and Hector went to the theater. Anna gave a plum to",Markus,Rebecca,Hector
"While Theresa and Kristina were commuting to the library, Kristina gave a honeydew to",Theresa,"While Leonel and Breonna were commuting to the library, Alfonso gave a honeydew to",Kierra,Kristina,Breonna
"After Miriam and Loretta went to the market, Miriam gave a cherry to",Loretta,"After Pablo and Bryanna went to the market, Cecelia gave a cherry to",Khalil,Miriam,Pablo
"While Loretta and Mona were commuting to the store, Mona gave a apple to",Loretta,"While Sarina and Elian were commuting to the store, Braxton gave a apple to",Madelynn,Mona,Elian
"When Kevin and William got a grape at the gym, Kevin decided to give the grape to",William,"When Elsa and Ross got a grape at the gym, Carmen decided to give the grape to",Travis,Kevin,Elsa
"When Pauline and Ginger got a banana at the shop, Pauline decided to give it to",Ginger,"When Randy and Mattie got a banana at the shop, Shaina decided to give it to",Don,Pauline,Randy
"Then, Rosemarie and Robin had a lot of fun at the school. Robin gave a orange to",Rosemarie,"Then, Inez and Prince had a lot of fun at the school. Yasmin gave a orange to",Moises,Robin,Prince
Friends Mark and Erika found a strawberry at the park. Erika gave it to,Mark,Friends India and Halie found a strawberry at the park. Ayanna gave it to,Alonso,Erika,Halie
Friends Sarah and Natasha found a strawberry at the bar. Natasha gave it to,Sarah,Friends George and Angela found a strawberry at the bar. Lance gave it to,Kathy,Natasha,Angela
Friends Sheila and Kristina found a apple at the theater. Kristina gave it to,Sheila,Friends Tyrek and Irving found a apple at the theater. August gave it to,Lonnie,Kristina,Irving
"Then, Doris and Kevin had a lot of fun at the theater. Kevin gave a orange to",Doris,"Then, Finn and Christopher had a lot of fun at the theater. Rohan gave a orange to",James,Kevin,Christopher
"Then, Inez and Angie went to the beach. Inez gave a banana to",Angie,"Then, Clarence and Doris went to the beach. Tylor gave a banana to",Donavan,Inez,Clarence
"Then, Anita and Lee had a lot of fun at the zoo. Lee gave a kiwi to",Anita,"Then, Mercedes and Morgan had a lot of fun at the zoo. Benny gave a kiwi to",Abraham,Lee,Morgan
"When Carol and Brian got a honeydew at the cave, Carol decided to give it to",Brian,"When Princess and Davis got a honeydew at the cave, Lucy decided to give it to",Lucia,Carol,Princess
The lake Agnes and Brandy went to had a orange. Agnes gave it to,Brandy,The lake Saige and Katlyn went to had a orange. Sebastian gave it to,Kaci,Agnes,Saige
"Afterwards, Marian and Megan went to the market. Megan gave a peach to",Marian,"Afterwards, Lara and Phillip went to the market. Angelo gave a peach to",Alexander,Megan,Phillip
The forest Diana and Erika went to had a strawberry. Erika gave it to,Diana,The forest Justyn and Jesse went to had a strawberry. Leslie gave it to,Tobias,Erika,Jesse
"Then, Yolanda and Miriam had a lot of fun at the river. Miriam gave a apple to",Yolanda,"Then, Osvaldo and Madilyn had a lot of fun at the river. Isidro gave a apple to",Roderick,Miriam,Madilyn
"When Pat and Stacy got a honeydew at the forest, Pat decided to give it to",Stacy,"When Taylor and Freddy got a honeydew at the forest, Darren decided to give it to",Moses,Pat,Taylor
"Then, Marilyn and Jacqueline went to the shop. Marilyn gave a pineapple to",Jacqueline,"Then, Cortney and Cynthia went to the shop. Blair gave a pineapple to",Kaelyn,Marilyn,Cortney
"Then, Diana and Pat were working at the library. Pat decided to give a banana to",Diana,"Then, Jorge and Rick were working at the library. Felix decided to give a banana to",Danny,Pat,Rick
"Afterwards, Teresa and Heidi went to the shop. Teresa gave a blackberry to",Heidi,"Afterwards, Kiley and Kathy went to the shop. Justice gave a blackberry to",Kali,Teresa,Kiley
"When Deanna and Kevin got a strawberry at the beach, Kevin decided to give it to",Deanna,"When Jerome and Jean got a strawberry at the beach, Chad decided to give it to",Ashlynn,Kevin,Jean
"Then, Erika and William went to the school. Erika gave a pineapple to",William,"Then, Jamar and Stone went to the school. Lori gave a pineapple to",Catherine,Erika,Jamar
"When Susan and Estelle got a cantaloupe at the mountain, Estelle decided to give it to",Susan,"When Frank and Mandy got a cantaloupe at the mountain, Anne decided to give it to",Colton,Estelle,Mandy
The school Jacqueline and Kelly went to had a cantaloupe. Kelly gave it to,Jacqueline,The school Annabelle and Christopher went to had a cantaloupe. Trevor gave it to,Jaylen,Kelly,Christopher
