ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"Then, Violet and Yolanda had a lot of fun at the home. Violet gave a blueberry to",Yolanda,"Then, Ethan and Darrin had a lot of fun at the home. Casey gave a blueberry to",Johan,Violet,Ethan
"Afterwards, Kari and Sheila went to the theater. Kari gave a plum to",Sheila,"Afterwards, Sincere and Lydia went to the theater. Arianna gave a plum to",Heidi,Kari,Sincere
"When Sarah and Jody got a strawberry at the zoo, Jody decided to give it to",Sarah,"When Austin and Elian got a strawberry at the zoo, Sebastian decided to give it to",Edwin,Jody,Elian
"When Melanie and Suzanne got a banana at the river, Suzanne decided to give it to",Melanie,"When Clint and Emerson got a banana at the river, Porter decided to give it to",Sylvia,Suzanne,Emerson
The river Mattie and Sophia went to had a peach. Sophia gave it to,Mattie,The river Angelica and Rashad went to had a peach. Ramon gave it to,Isabel,Sophia,Rashad
"Afterwards, Mark and Suzanne went to the gym. Suzanne gave a apple to",Mark,"Afterwards, Dan and Hannah went to the gym. Levi gave a apple to",Joan,Suzanne,Hannah
Friends William and Kristina found a peach at the library. Kristina gave it to,William,Friends German and Annika found a peach at the library. Tucker gave it to,Gino,Kristina,Annika
"Afterwards, Mildred and Agnes went to the river. Agnes gave a apple to",Mildred,"Afterwards, Briana and Mikel went to the river. Branson gave a apple to",Isaak,Agnes,Mikel
"When Kim and Robin got a pineapple at the forest, Robin decided to give the pineapple to",Kim,"When Albert and Terry got a pineapple at the forest, Reid decided to give the pineapple to",Georgia,Robin,Terry
"Then, Yvette and Nellie were thinking about going to the theater. Yvette wanted to give a plum to",Nellie,"Then, Charity and Imani were thinking about going to the theater. Gisselle wanted to give a plum to",Celine,Yvette,Charity
"Then, David and Shannon were working at the school. Shannon decided to give a papaya to",David,"Then, Charles and Victor were working at the school. Nina decided to give a papaya to",Victor,Shannon,Victor
"While Chelsea and Melissa were commuting to the home, Melissa gave a apple to",Chelsea,"While Jean and Bernard were commuting to the home, Ellis gave a apple to",Heather,Melissa,Bernard
"Then, Jacqueline and Stacey were thinking about going to the museum. Stacey wanted to give a apple to",Jacqueline,"Then, Rylie and Kellen were thinking about going to the museum. Darin wanted to give a apple to",Ebony,Stacey,Kellen
"After Sophia and Brian went to the library, Sophia gave a cherry to",Brian,"After Kamron and Clark went to the library, Barrett gave a cherry to",Trace,Sophia,Kamron
"Then, Jody and Evelyn had a lot of fun at the desert. Jody gave a pineapple to",Evelyn,"Then, Anita and Aylin had a lot of fun at the desert. Augustus gave a pineapple to",Daquan,Jody,Anita
"Then, Erika and Sheila were thinking about going to the zoo. Erika wanted to give a peach to",Sheila,"Then, Lucia and Johan were thinking about going to the zoo. Eva wanted to give a peach to",Christiana,Erika,Lucia
"After the lunch, Juana and Stacey went to the home. Stacey gave a coconut to",Juana,"After the lunch, Ayana and Kory went to the home. Rodolfo gave a coconut to",Ashton,Stacey,Kory
"When Inez and Janet got a plum at the bar, Inez decided to give the plum to",Janet,"When Berenice and Erick got a plum at the bar, Raphael decided to give the plum to",Fiona,Inez,Berenice
"When Leona and Pat got a papaya at the lake, Pat decided to give the papaya to",Leona,"When Kaylah and Brian got a papaya at the lake, Bailey decided to give the papaya to",Karla,Pat,Brian
"Then, Grace and Chelsea went to the desert. Grace gave a strawberry to",Chelsea,"Then, Jessie and Allen went to the desert. Chance gave a strawberry to",Rory,Grace,Jessie
"While Jessica and Marian were commuting to the lake, Jessica gave a cherry to",Marian,"While Kim and Edwin were commuting to the lake, James gave a cherry to",Tess,Jessica,Kim
"Afterwards, Richard and Lorraine went to the theater. Richard gave a pineapple to",Lorraine,"Afterwards, Carl and Trevor went to the theater. Ashlee gave a pineapple to",Brendan,Richard,Carl
"Then, David and Lula had a lot of fun at the home. Lula gave a apple to",David,"Then, Marc and Alize had a lot of fun at the home. Rachelle gave a apple to",Jonathon,Lula,Alize
Friends Ginger and Gwen found a raspberry at the gym. Gwen gave it to,Ginger,Friends Natalie and Breanne found a raspberry at the gym. Julio gave it to,Odalys,Gwen,Breanne
"After the lunch, Juana and Kelly went to the cave. Kelly gave a banana to",Juana,"After the lunch, Freddy and Joe went to the cave. Donovan gave a banana to",Sean,Kelly,Joe
Friends Susan and Yvette found a blueberry at the lake. Yvette gave it to,Susan,Friends Simon and Devonte found a blueberry at the lake. Dana gave it to,Carlie,Yvette,Devonte
"When Agnes and David got a coconut at the forest, Agnes decided to give the coconut to",David,"When Alonso and Charles got a coconut at the forest, Isiah decided to give the coconut to",Russell,Agnes,Alonso
The theater Susan and Martha went to had a grape. Martha gave it to,Susan,The theater Ryan and Reese went to had a grape. Alfred gave it to,Ali,Martha,Reese
"Afterwards, Brian and Kari went to the forest. Kari gave a apple to",Brian,"Afterwards, Warren and Miracle went to the forest. Sidney gave a apple to",Destany,Kari,Miracle
"When Violet and Harriet got a strawberry at the lake, Violet decided to give it to",Harriet,"When Savanna and Grace got a strawberry at the lake, Ahmad decided to give it to",Sylvia,Violet,Savanna
The zoo Fannie and Marian went to had a raspberry. Fannie gave it to,Marian,The zoo Itzel and Lawrence went to had a raspberry. Krista gave it to,Dante,Fannie,Itzel
"After the lunch, David and Sophia went to the store. Sophia gave a kiwi to",David,"After the lunch, Carl and Aaliyah went to the store. Derek gave a kiwi to",Frankie,Sophia,Aaliyah
"Then, Marsha and Mattie went to the home. Marsha gave a blackberry to",Mattie,"Then, Cade and Eileen went to the home. Mathew gave a blackberry to",Cali,Marsha,Cade
"Then, Charlene and Yvette were working at the school. Yvette decided to give a mango to",Charlene,"Then, Hugo and Bret were working at the school. Kaila decided to give a mango to",Toni,Yvette,Bret
"Then, Alice and Angie had a lot of fun at the museum. Alice gave a cherry to",Angie,"Then, Roger and Sonia had a lot of fun at the museum. Kendra gave a cherry to",Trinity,Alice,Roger
"Then, Yvette and William were working at the mountain. Yvette decided to give a raspberry to",William,"Then, Duncan and Connor were working at the mountain. Sheila decided to give a raspberry to",Cristopher,Yvette,Duncan
"Afterwards, Lorraine and Estelle went to the library. Estelle gave a coconut to",Lorraine,"Afterwards, Ayla and Nelson went to the library. Andres gave a coconut to",Kiersten,Estelle,Nelson
"While Alyssa and Rachel were working at the bar, Rachel gave a plum to",Alyssa,"While Jasmine and Larry were working at the bar, Jillian gave a plum to",Yvette,Rachel,Larry
The river Charlene and Sophia went to had a orange. Sophia gave it to,Charlene,The river Carlee and Ciara went to had a orange. Santiago gave it to,Lena,Sophia,Ciara
Friends Richard and Melanie found a pear at the bar. Richard gave it to,Melanie,Friends Andre and Irene found a pear at the bar. Todd gave it to,Noel,Richard,Andre
"While Inez and Jessie were commuting to the lake, Inez gave a pineapple to",Jessie,"While Tristen and Kaylie were commuting to the lake, Benito gave a pineapple to",Shawn,Inez,Tristen
"While Fannie and David were working at the beach, Fannie gave a orange to",David,"While Jerome and Donnell were working at the beach, Maria gave a orange to",Adrien,Fannie,Jerome
Friends Megan and Yolanda found a mango at the museum. Megan gave it to,Yolanda,Friends Riley and Yadira found a mango at the museum. Abril gave it to,Gretchen,Megan,Riley
"After Ethel and Yolanda went to the shop, Ethel gave a grape to",Yolanda,"After Shawn and Desiree went to the shop, Tabitha gave a grape to",Jazmin,Ethel,Shawn
"Then, Alyssa and Melissa were thinking about going to the museum. Melissa wanted to give a raspberry to",Alyssa,"Then, Mckenna and Christiana were thinking about going to the museum. Khalid wanted to give a raspberry to",Nasir,Melissa,Christiana
"Then, Velma and Juana were working at the gym. Velma decided to give a peach to",Juana,"Then, Iliana and Celine were working at the gym. Trenton decided to give a peach to",Yasmin,Velma,Iliana
"Then, Virginia and Stacey were working at the lake. Stacey decided to give a raspberry to",Virginia,"Then, Sky and Laney were working at the lake. Easton decided to give a raspberry to",Jamil,Stacey,Laney
"Afterwards, Susan and Geneva went to the river. Geneva gave a kiwi to",Susan,"Afterwards, Summer and Dayton went to the river. Houston gave a kiwi to",Cole,Geneva,Dayton
"After the lunch, Kevin and Chelsea went to the library. Kevin gave a grape to",Chelsea,"After the lunch, Ben and Chance went to the library. Josh gave a grape to",Ian,Kevin,Ben
"When Pat and Marian got a honeydew at the shop, Pat decided to give it to",Marian,"When Jimmy and Forrest got a honeydew at the shop, Jeff decided to give it to",Kira,Pat,Jimmy
"Then, Richard and Sarah had a lot of fun at the store. Richard gave a mango to",Sarah,"Then, Emily and Paris had a lot of fun at the store. Grace gave a mango to",Marco,Richard,Emily
Friends Kevin and Lorraine found a raspberry at the cafe. Kevin gave it to,Lorraine,Friends Andre and Bridget found a raspberry at the cafe. Jovan gave it to,Leo,Kevin,Andre
"Then, Jessica and Mattie were working at the bar. Jessica decided to give a kiwi to",Mattie,"Then, Gordon and Dashawn were working at the bar. Maia decided to give a kiwi to",Kelli,Jessica,Gordon
"Then, Sarah and Jackie were working at the desert. Jackie decided to give a plum to",Sarah,"Then, Kim and Juan were working at the desert. Hugo decided to give a plum to",Cynthia,Jackie,Juan
"Then, Rosemarie and Rebecca had a lot of fun at the gym. Rebecca gave a raspberry to",Rosemarie,"Then, Kelton and Edgar had a lot of fun at the gym. Ryleigh gave a raspberry to",Brandy,Rebecca,Edgar
"While Marilyn and Anita were commuting to the desert, Marilyn gave a apple to",Anita,"While Samantha and Christy were commuting to the desert, Jaime gave a apple to",Diamond,Marilyn,Samantha
"Then, Rosa and Marilyn had a lot of fun at the park. Marilyn gave a orange to",Rosa,"Then, Lilly and Braiden had a lot of fun at the park. Alice gave a orange to",Dane,Marilyn,Braiden
"When Mattie and Marsha got a orange at the beach, Marsha decided to give the orange to",Mattie,"When Jaden and Darin got a orange at the beach, Jaylin decided to give the orange to",Kennedy,Marsha,Darin
"When Sonia and Brandy got a watermelon at the cafe, Sonia decided to give the watermelon to",Brandy,"When Moshe and Carrie got a watermelon at the cafe, Dwight decided to give the watermelon to",Ryley,Sonia,Moshe
Friends Irma and Charlene found a raspberry at the museum. Irma gave it to,Charlene,Friends Derick and Turner found a raspberry at the museum. Laisha gave it to,Devon,Irma,Derick
"Then, Inez and Kathryn went to the gym. Inez gave a watermelon to",Kathryn,"Then, Agustin and Aracely went to the gym. Hudson gave a watermelon to",Blaine,Inez,Agustin
"When Robin and Dianne got a banana at the mountain, Robin decided to give the banana to",Dianne,"When Todd and Matteo got a banana at the mountain, David decided to give the banana to",Jack,Robin,Todd
"Then, Violet and Evelyn had a lot of fun at the lake. Violet gave a blueberry to",Evelyn,"Then, Alexys and Kimberly had a lot of fun at the lake. Tia gave a blueberry to",Quincy,Violet,Alexys
Friends Jessica and Brian found a blueberry at the zoo. Jessica gave it to,Brian,Friends Justice and Howard found a blueberry at the zoo. Curtis gave it to,Walker,Jessica,Justice
"Then, Fannie and Lorraine went to the home. Fannie gave a cantaloupe to",Lorraine,"Then, Raymond and Fernando went to the home. Estevan gave a cantaloupe to",Noelle,Fannie,Raymond
"Then, Kim and Geneva went to the desert. Geneva gave a blueberry to",Kim,"Then, Donald and Roland went to the desert. Bo gave a blueberry to",Morgan,Geneva,Roland
"When Gwen and William got a banana at the gym, Gwen decided to give the banana to",William,"When Dana and Walker got a banana at the gym, Rickey decided to give the banana to",Carson,Gwen,Dana
"Afterwards, Jody and Evelyn went to the desert. Jody gave a cherry to",Evelyn,"Afterwards, Rita and Trevor went to the desert. Irene gave a cherry to",Ella,Jody,Rita
"When Charlene and Mona got a raspberry at the school, Mona decided to give it to",Charlene,"When Zaire and Grayson got a raspberry at the school, Corinne decided to give it to",Brenden,Mona,Grayson
"Then, Sarah and Robin had a lot of fun at the mountain. Robin gave a grape to",Sarah,"Then, Jonathan and Leon had a lot of fun at the mountain. Oscar gave a grape to",Louis,Robin,Leon
"Then, Kelly and David had a lot of fun at the home. Kelly gave a orange to",David,"Then, Larry and Charles had a lot of fun at the home. Cole gave a orange to",Rodney,Kelly,Larry
"Then, Ella and Kevin went to the museum. Kevin gave a mango to",Ella,"Then, Savanna and Ari went to the museum. Sienna gave a mango to",Malcolm,Kevin,Ari
"After the lunch, Sonia and Lorraine went to the lake. Sonia gave a blueberry to",Lorraine,"After the lunch, Jonas and Litzy went to the lake. Mitchell gave a blueberry to",Yasmin,Sonia,Jonas
"Then, Anne and Megan were working at the park. Megan decided to give a plum to",Anne,"Then, Simon and Colt were working at the park. Chloe decided to give a plum to",Ashton,Megan,Colt
Friends Brian and Robin found a blackberry at the home. Robin gave it to,Brian,Friends Ali and Christopher found a blackberry at the home. Franklin gave it to,Destiny,Robin,Christopher
"After the lunch, Mildred and Megan went to the home. Megan gave a coconut to",Mildred,"After the lunch, Raheem and Aliya went to the home. Davion gave a coconut to",Dylon,Megan,Aliya
